id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
6855196,Room in Camberwell Available,35925193,Hannah,,Boroondara,-37.84612522,145.070894,Private room,12,1,0,,1,0
18254658,With private bathroom 350m to train & 25min to CBD,125610375,Wei M,,Darebin,-37.74823395,145.0013655,Private room,12,1,62,3.14,2,79
4515410,Easy Self Check-In | TWIN,11111637,Wei & Ting,,Boroondara,-37.80962699,145.0992157,Private room,14,1,210,4.27,3,80
6786688,Easy Self Check-In | DOUBLE,11111637,Wei & Ting,,Boroondara,-37.8090584,145.0979125,Private room,14,1,236,5.57,3,65
9263414,Easy Self Check-In | ENSUITE,11111637,Wei & Ting,,Boroondara,-37.80843534,145.0991003,Private room,14,1,225,6.36,3,72
14247909,Comfortable Sofa,85439196,Lee,,Melbourne,-37.80808438,144.961857,Shared room,14,1,1,0.03,1,0
18173092,Rowville,125356040,John,,Knox,-37.91584214,145.2340347,Shared room,15,1,0,,1,0
12689896,Student room close to CBD,68971791,Sacha,,Melbourne,-37.82403924,144.9577483,Shared room,17,1,0,,1,0
4570052,Cranbourne - fully self contained Studio Apartment,8291258,Trevor,,Casey,-38.09073706,145.2543834,Entire home/apt,18,1,18,3.18,1,136
14657470,Luna park n saint kilda beach,54027231,Yogs,,Port Phillip,-37.86449209,144.9763886,Shared room,18,1,0,,6,0
7060419,"Room for two people, easy transport",37024203,Manoj,,Boroondara,-37.84672755,145.0950478,Private room,19,1,0,,1,0
12211515,Private room in modern apartment,26021349,Nihal Christopher,,Melbourne,-37.81637144,144.9838644,Private room,19,1,0,,3,0
16485259,Rephidim lounge,41011904,Charles,,Moonee Valley,-37.77497524,144.908291,Shared room,19,1,44,1.89,2,358
17440832,BUDGET! Near Queen Victoria Market!,30134344,Lydia,,Melbourne,-37.80080051,144.954327,Shared room,19,1,1,0.05,1,0
17893637,Cheap shared room for students and backpackers,113022017,Naveen Kumar,,Monash,-37.90752856,145.1275061,Shared room,19,1,0,,1,0
20779222,Peaceful environment,145778952,Eric,,Maribyrnong,-37.78949595,144.8880564,Private room,19,1,0,,1,0
20836655,Monash uni chilled sharehouse!,149493016,Mary,,Monash,-37.91687931,145.1339603,Private room,19,1,0,,1,0
20918813,"Convenient, modern apartment",150225273,David,,Glen Eira,-37.9328574,145.0386322,Private room,19,1,7,0.58,1,15
29575837,A single bed in a cozy shared room (A GIRL ONLY),72411288,Mayu,,Melbourne,-37.79611763,144.953982,Shared room,19,1,0,,1,6
13605624,The Mark,34416620,Worapak,,Melbourne,-37.81675273,144.9626895,Shared room,21,1,1,0.04,1,0
4016089,Comfort in convenient location,20823485,John,,Darebin,-37.71107585,145.0049158,Private room,22,1,10,0.25,1,292
12924038,"Near train station, great suburb, 12KM to CBD",61455951,Hans,,Whitehorse,-37.81948882,145.1061208,Shared room,22,1,8,0.29,12,179
12924110,Backpackers' delight near station 12KM to CBD,61455951,Hans,,Whitehorse,-37.82101433,145.1064708,Shared room,22,1,22,0.75,12,179
13834495,"Clean, comfortable and friendly",81598239,Bronny,,Nillumbik,-37.70900359,145.1526225,Private room,22,1,6,0.21,2,0
17123439,BNB (CLOSE TO MELB. AIRPORT & M31),107192169,Xiaolin,,Hume,-37.57911901,144.9041487,Private room,22,1,7,0.32,5,90
18186758,Prahran apartment. Great location.,46769195,Clive,,Stonnington,-37.84843276,144.99255,Private room,22,1,1,0.05,1,0
21346630,The Greatest private room Brand New Building CBD,109575338,David Alejandro,,Melbourne,-37.81124473,144.9499946,Private room,22,1,22,3.16,3,49
3194833,109Clarendontst southbank Melbourne,1424387,Patrik,,Port Phillip,-37.82862941,144.9595787,Shared room,24,1,1,0.02,1,0
10146625,"real bed - nice & big ""deck"" under covered-bayside",48123266,Marilyn,,Frankston,-38.14007472,145.1342895,Private room,24,1,14,0.39,4,364
12923728,Share room near train station 12KM to CBD,61455951,Hans,,Whitehorse,-37.8212447,145.1044134,Shared room,24,1,2,0.34,12,179
17226057,southern cross,48127538,Ouldjaboy,,Melbourne,-37.81611954,144.9539714,Shared room,24,1,2,0.09,1,0
3462065,Huge room! Chapel St/St Kilda,17445414,Adeela,,Stonnington,-37.85337942,144.9848903,Private room,25,1,1,0.02,1,0
7440879,Cosy Place in Spacious Modern House,33559438,Munawar,,Moreland,-37.73706439,144.9768564,Shared room,25,1,8,0.2,1,0
7959317,Furnished private room with Wifi access,41697811,Johan-Gauri,,Darebin,-37.71702314,145.020011,Private room,25,1,4,0.11,1,23
8394057,"Nice, quiet location close to beach",44229140,Josef,,Bayside,-37.94640231,145.0287962,Private room,25,1,1,0.03,1,0
8905378,Affordable and convenient city stay,15252801,Ricky,,Melbourne,-37.80971256,144.9628395,Private room,25,1,81,2.12,2,47
8974809,CUTE ROOM IN HEART OF BRUNSWICK,46899396,Louise,,Moreland,-37.76657639,144.9680026,Private room,25,1,4,0.11,1,0
12479314,Near airport. Single or double room.,23005557,Mandy,,Hume,-37.58717616,144.9160041,Private room,25,1,39,1.22,1,85
12715592,Room with 2 beds,65402097,Leon,,Yarra Ranges,-37.78426069,145.5695817,Private room,25,1,21,0.73,1,321
13873970,frankston CBD @bargain price in the clean house,48123266,Marilyn,,Frankston,-38.14157893,145.1353472,Private room,25,1,15,0.64,4,89
15591060,Cosy room in Melbourne :),93569562,Athirah,,Moreland,-37.76711431,144.9406486,Shared room,25,1,46,1.79,2,93
16479697,Share room for rent Carlton,24334388,Sanne,,Melbourne,-37.80004639,144.9724123,Shared room,25,1,0,,1,0
16678613,"Carlton, 1 couch and free Wifi",110376125,Keil,,Melbourne,-37.79535544,144.9650405,Shared room,25,1,0,,1,0
16740277,Cheapest and great location (close to everything)!,40366713,Kunal,,Glen Eira,-37.90143696,145.0435257,Private room,25,1,7,0.31,1,155
17571483,Close to station.train and shops,50141295,Anna,,Glen Eira,-37.88959453,145.0137121,Shared room,25,1,4,0.19,1,0
18515774,"Convenient, quite and beautiful room for one",20871870,Chenhui,,Monash,-37.89887068,145.1566239,Private room,25,1,73,3.82,11,294
19396183,Large Room in Thornbury,22284542,Omar,,Darebin,-37.75537452,145.0039097,Private room,25,1,0,,1,0
19460393,Melbourne Chadstone comfy private room for ONE,135826423,Iris,,Monash,-37.88723074,145.1065942,Private room,25,1,30,1.72,1,25
19848553,Private Room in family home in leafy surroundings.,140335502,Lisa,,Manningham,-37.76847015,145.1446491,Private room,25,1,47,2.82,1,140
21069325,Backyard private bungalow,48109919,Lucky And Vish,,Banyule,-37.74108574,145.0524654,Entire home/apt,25,1,27,1.84,2,0
21298788,Sth Morang house45 mins to Melbourne city by train,154131834,Danny,,Whittlesea,-37.63269205,145.0818133,Private room,25,1,0,,1,0
21585769,Amazing brand new house on the city's sunburn,156270794,Mirko,,Moreland,-37.72009763,144.9531648,Private room,25,1,0,,1,0
29464825,Clifton House.,45345117,Roz,,Whitehorse,-37.84240693,145.1994121,Private room,25,1,7,5.83,1,157
3094430,Cosy Room in a house for 3 ,15736128,Christoph,,Glen Eira,-37.89870789,145.0368665,Private room,26,1,0,,1,0
8905856,One room in a lovely shared house,46582678,Natasha,,Yarra,-37.78883782,145.000284,Private room,26,1,0,,1,0
9631445,Double room in friendly houseshare,49813558,Nicole,,Moonee Valley,-37.76581367,144.9080831,Private room,26,1,2,0.05,1,0
14411623,Private comfy place to rest in.,88379970,Darren,,Knox,-37.8502887,145.2730519,Private room,26,1,35,1.29,1,153
17707891,Cheap&Cosy Stay,93569562,Athirah,,Moreland,-37.76655356,144.9386879,Shared room,26,1,55,2.64,2,162
19252771,"Real Airbnb-AirBed and Breakfast, close to CBD",29831110,Daniel,,Melbourne,-37.79426917,144.917349,Private room,26,1,6,0.34,2,0
21441042,The secret stay,35811993,Heather,,Frankston,-38.16094905,145.1309976,Shared room,26,1,2,0.15,4,0
7214012,Spacious home just out of the City,27460296,Lauren,,Yarra,-37.81979811,144.9964152,Private room,28,1,1,0.07,2,0
9811794,Carlton区采光好交通方便的单间bedroom,24920437,Wang,,Yarra,-37.79085171,144.9698039,Private room,28,1,1,0.03,1,0
11722458,"Single room convenient to airport, comfy and safe",62341438,Jaii,,Moreland,-37.73743893,144.9327529,Private room,28,1,0,,1,0
12723934,Private bedroom in North Fitzroy,7612760,Paul,,Yarra,-37.78436047,144.9790604,Private room,28,1,0,,1,0
13240832,A cozy and quiet place.,72191437,Kiyomi,,Banyule,-37.74292965,145.0516818,Private room,28,1,1,0.03,1,0
16359056,Cozy Home Living Girl Shared Room (Free Tram) R,35069663,Looyee,,Melbourne,-37.81036185,144.9586499,Shared room,28,1,67,2.9,4,53
16405287,A clean room for short stay,44617840,Simon,,Brimbank,-37.79090757,144.8419624,Private room,28,1,24,1.03,5,350
18905468,Private Bedroom+ Great Location+Near to City,66855989,Md Sarwat,,Maribyrnong,-37.78523378,144.8907483,Private room,28,1,1,0.06,1,0
19951999,A Spacious Living Area in the West,14710097,Zara,,Hobsons Bay,-37.86704557,144.785214,Private room,28,1,4,0.28,1,0
20055355,"Single Ensuite Room at Caulfield East, Melbourne",102279313,Chia,,Glen Eira,-37.88086229,145.0480433,Private room,28,1,1,0.08,1,0
20096293,Heart of Carlton,37843457,Nicole,,Melbourne,-37.80325576,144.9654736,Private room,28,1,1,0.06,1,0
23775854,Melbourne Anny mom house,178378815,Yongjun,,Knox,-37.92899929,145.2437603,Private room,28,1,7,1.51,1,344
26314610,Friend shared room,63851824,Derek,,Whitehorse,-37.85013389,145.1587421,Shared room,28,1,5,1.01,3,365
29543702,Shared house for city adventure - 7,214735323,Natasha,,Melbourne,-37.81510708,144.9534134,Shared room,28,1,1,1,8,64
12311052,2 month home stay in Surrey Hills,66395083,Penny,,Boroondara,-37.82823334,145.0882006,Private room,29,1,0,,1,0
12923920,Share room near train station 12KM to CBD,61455951,Hans,,Whitehorse,-37.81977742,145.1052386,Shared room,29,1,6,0.23,12,179
13935024,Quiet house close to bus,67584484,LiYi,,Whitehorse,-37.83806006,145.1770169,Private room,29,1,0,,1,0
15200419,Available tonight great room near airport,20824451,Kay,,Hume,-37.60328642,144.9143333,Private room,29,1,22,0.82,8,174
15221821,Available tonight great room near airport,20824451,Kay,,Hume,-37.60216788,144.9138638,Private room,29,1,4,0.18,8,174
17794645,Comfortable room with convenient commute,121580520,Thang,,Monash,-37.89837292,145.0762497,Private room,29,1,0,,1,0
18350904,Heart of Endeavour hills,46704750,Xiaobo,,Casey,-37.96859911,145.2679473,Private room,29,1,12,2.35,1,63
21000547,"Quietsville 2: close to beach, shops, bus",15207756,Steve,,Frankston,-38.08878812,145.1296758,Private room,29,1,43,3.08,2,74
21357407,St Kilda Star - close to the beach and night life,10365264,Alexander,,Port Phillip,-37.86300626,144.9735292,Shared room,29,1,0,,1,0
214565,Warm and inviting cottage in the North East,1107678,Helen,,Banyule,-37.71369993,145.1238011,Private room,30,1,0,,1,0
5040467,Private Room Available - Central,26021349,Nihal Christopher,,Melbourne,-37.81732857,144.9839574,Private room,30,1,0,,3,0
5873749,Warm Tent in Garden Surprisingly Comfortable,10812760,Frank,,Yarra,-37.80976069,144.995279,Private room,30,1,8,0.82,16,0
6487741,Stylish & Modern Living B&B,1751503,Charlin & Candy,,Wyndham,-37.89716385,144.775156,Private room,30,1,57,1.5,3,74
6839862,ONE WEEK ONLY STARTING 16th of JUNE,25808145,Liv,,Yarra,-37.79017962,144.9691756,Private room,30,1,0,,1,0
7724084,Cozy & Modern B&B,1751503,Charlin & Candy,,Wyndham,-37.89737486,144.7763592,Private room,30,1,46,1.32,3,78
8054339,Homely apartment in Ormond,42538288,Rachel,,Glen Eira,-37.90207821,145.0456887,Private room,30,1,0,,1,0
8185614,Princes Hill/Carlton North,43178277,Jason,,Yarra,-37.78228192,144.9680852,Private room,30,1,1,0.03,1,0
8583407,The room for traveller in the West,44617840,Simon,,Brimbank,-37.79029417,144.8420761,Private room,30,1,40,1.36,5,336
10439682,Frankston room,53781361,Lynda,,Frankston,-38.16599656,145.1597096,Private room,30,1,0,,1,0
10493856,"Cosy, comfortable and sunlit room",52874277,Lillian,,Darebin,-37.76560888,145.0076981,Private room,30,1,1,0.03,1,0
10861724,Spacious room in cosy share house,51452888,Sarah,,Darebin,-37.73502439,145.0224633,Private room,30,1,0,,1,0
11644182,Room for share,59829186,Zanwen,,Moreland,-37.71487845,144.9058943,Shared room,30,1,0,,1,0
11875089,Moved 2 Seaholme Beside Altona See our new listing,46396961,Charlotte,,Boroondara,-37.82132205,145.0585896,Private room,30,1,46,1.39,3,76
12524423,"WALKING,STATION 12MIN,30MIN TO CITY",67845964,Stan,,Brimbank,-37.74114765,144.8084643,Private room,30,1,0,,1,0
13102169,Queensize bed in Brunswick East next to tram stop,72806452,Vishnu,,Moreland,-37.76790567,144.9726225,Private room,30,1,3,0.1,1,0
13155835,Southern Cross - Female Room Shared,53007452,Cherry,,Melbourne,-37.81459055,144.9537216,Shared room,30,1,1,0.03,1,0
13735598,Cosy Room with own bath room.,24023612,Leonard,,Brimbank,-37.77836201,144.8226413,Private room,30,1,17,0.62,1,0
13737305,Private room with loft. Perfect for backpackers.,48647883,Rhys,,Darebin,-37.7813816,144.9997935,Private room,30,1,0,,1,0
13932998,A nice room in western suburb,44617840,Simon,,Brimbank,-37.7905651,144.8420351,Private room,30,1,31,1.1,5,357
14388928,Awesome Acco @ St Kilda-Heart of Melbourne...,88387350,Amit,,Port Phillip,-37.85396043,144.980902,Private room,30,1,16,0.58,2,0
14633113,Luxury Apt near Flinders Station in Melbourne CBD,18040840,Cariesa,,Melbourne,-37.81730242,144.9705895,Shared room,30,1,8,0.29,2,0
15064528,Economical and Resort style BNB,1751503,Charlin & Candy,,Wyndham,-37.89689233,144.7757607,Private room,30,1,11,0.74,3,57
16009853,Peaceful apartment in Hawthorn,98262886,Sudarshan,,Boroondara,-37.82824235,145.0352808,Shared room,30,1,0,,1,362
16051027,Flinders Street Station Shared Room Melbourne CBD,48711136,Jordan,,Melbourne,-37.81589948,144.9684838,Shared room,30,1,12,0.49,2,0
16060043,Cozy Newly Renovated Self Contained Cottage,101192200,Angelica,,Whittlesea,-37.65648821,145.064808,Private room,30,1,0,,1,0
16147057,Room to share in a furnished House,49986556,ThiLee,,Brimbank,-37.72526704,144.7793973,Private room,30,1,27,1.27,1,90
16339394,Rephidim,41011904,Charles,,Moonee Valley,-37.77390114,144.9092733,Private room,30,1,12,0.51,2,172
17161684,Cosy single room for two!,115438902,Charles / Patricia,,Cardinia,-38.08419719,145.4760349,Private room,30,1,6,0.28,1,0
17870439,"Huge 2BR Apartment, Amazing Location",21192829,Dani,,Yarra,-37.78741266,144.9758016,Entire home/apt,30,1,2,0.11,2,0
18161632,Great Apartment just off the Amazing Sydney Rd,125264177,Robert,,Moreland,-37.77113593,144.9528555,Private room,30,1,0,,1,0
18529253,Near Airport FREE WIFI (QB),117478367,Jane,,Hume,-37.57332164,144.9313733,Private room,30,1,89,5.21,2,141
18662902,"Beautiful, convenient and quite room for two",20871870,Chenhui,,Monash,-37.90009525,145.1565849,Private room,30,1,88,4.7,11,342
18935444,"Cosy, Peaceful Private Retreat",131602638,Sulali & Denver,,Casey,-38.06622935,145.259728,Private room,30,1,18,0.97,2,189
19200148,Fully furnished new town house,109283684,Eric,,Wyndham,-37.86621994,144.7409477,Private room,30,1,2,0.11,1,0
19684009,Near Airport FREE WIFI (DB),117478367,Jane,,Hume,-37.57477443,144.9329058,Private room,30,1,75,4.45,2,126
19851795,Warm room in the West,44617840,Simon,,Brimbank,-37.789239,144.8403239,Private room,30,1,8,0.48,5,365
20155884,MarlenMelbourne 2,143424838,Malin,,Moonee Valley,-37.75072901,144.8538147,Private room,30,1,25,1.92,2,25
20563787,Spectacular apartment in the heart of Hawthorn,34343705,Emily & Lucas,,Boroondara,-37.81924532,145.037407,Private room,30,1,3,0.21,1,0
20790020,Your warm and cosy room in Bundoora,98946639,Selda,,Whittlesea,-37.68393405,145.0541511,Private room,30,1,11,0.76,1,62
20852209,NEAR CITY+5 Queen Room+Easy Transport+Car Park L1,65527701,Tan,,Maribyrnong,-37.79529255,144.8922785,Private room,30,1,28,1.98,16,68
20881532,NEAR CITY+5 Queen Room+Easy Transport+Car Park R1,65527701,Tan,,Maribyrnong,-37.79707743,144.891597,Private room,30,1,26,1.78,16,72
20882645,NEAR CITY+5 Queen Room+Easy Transport+Car Park R2,65527701,Tan,,Maribyrnong,-37.79756603,144.8899406,Private room,30,1,17,1.18,16,74
20909552,Bed in Shared room in the hearth of CBD.,108665428,Christian,,Melbourne,-37.81602327,144.9525687,Shared room,30,1,8,0.54,1,0
21259026,NEAR CITY+5 Queen Room+Easy Transport+Car Park L2,65527701,Tan,,Maribyrnong,-37.79578198,144.8917299,Private room,30,1,15,1.09,16,66
21419083,Max,144708531,玲利,,Knox,-37.87029747,145.2188609,Private room,30,1,20,1.58,2,82
21625539,Griffield House,151999227,Warwick,,Yarra Ranges,-37.76246057,145.320256,Private room,30,1,5,0.4,3,0
23778785,Cozy bedroom in Southbank. Close to crown casino!,8192445,Nikkho,,Melbourne,-37.82503059,144.9629268,Private room,30,1,4,0.52,1,10
28985273,Nice bright and clean,172761989,Stacey,,Banyule,-37.70096654,145.0700023,Private room,30,1,10,5.08,2,357
10545877,Close to Chadstone Townhouse,7157842,Riesa,,Stonnington,-37.88910521,145.0863003,Private room,32,1,1,0.14,1,0
11703323,"2 dogs, 1 cat, my husband and I.",4591571,Cassie,,Wyndham,-37.83627138,144.716031,Private room,32,1,40,1.2,1,363
13194758,Cosy Abode in Flemington,901497,Elle,,Moonee Valley,-37.78595871,144.9344911,Private room,32,1,0,,1,0
14062562,Hostel style room,50172472,Nathan,,Maroondah,-37.82081086,145.2618907,Private room,32,1,11,0.52,1,340
16117884,Beautiful Home,99048528,Anita,,Monash,-37.87997721,145.1531975,Private room,32,1,6,0.25,1,90
16473197,In between Malven and Caulfield station,108115073,Prabhu,,Stonnington,-37.8708311,145.0371231,Private room,32,1,0,,1,0
6647824,Authentic Brunswick Living,33100241,Tom,,Moreland,-37.76581277,144.9574964,Private room,33,1,0,,1,0
13582233,PRIVATE BEDROOM 1,30386963,Sammy,,Wyndham,-37.88724615,144.7124644,Private room,33,1,7,0.26,4,82
18529365,"Private bedroom in a modern house
20min to Airport",61479448,Nad,,Wyndham,-37.85149903,144.7370732,Private room,33,1,20,1.19,1,22
20076393,Mount Waverley - QUEEN of Clubs,42478351,Phil J,,Monash,-37.86843065,145.1136713,Private room,33,1,19,1.16,6,165
25785222,Temporary Home Away from Home,64729270,Sue,,Greater Dandenong,-37.97136317,145.1583776,Private room,33,1,1,0.17,1,0
29341191,Brand new cosy Murrumbeena home-G1,167660004,Julia,,Glen Eira,-37.89815629,145.0700585,Private room,33,1,4,3.16,5,43
2063596,Rent room ,10559878,Nicolas,,Melbourne,-37.7945548,144.9413169,Private room,35,1,0,,1,0
6095081,Large room in West Preston,31631356,Patrick,,Darebin,-37.75061192,144.9923401,Private room,35,1,0,,1,0
6678570,CBDMelbourne 5'Tram and 15'walking,34887931,Raul,,Stonnington,-37.83819097,144.990662,Private room,35,1,0,,1,0
6887329,Modern inner city apartment.,33405810,Hamish,,Melbourne,-37.8266451,144.9602679,Private room,35,1,3,0.07,1,0
7017645,Cheap home close train station,36785676,Penny,,Brimbank,-37.78949475,144.8234376,Private room,35,1,0,,1,0
7253429,Room & Ensuite in Modern Townhouse,24850969,Andrew,,Yarra,-37.79600992,144.9877827,Private room,35,1,0,,1,0
7698601,The house in Viewbank,40436748,Max,,Banyule,-37.74470717,145.0901972,Private room,35,1,1,0.02,1,0
7830468,Spacious Room in Central Townhouse,9363853,Jyaz,,Melbourne,-37.8035882,144.9438859,Private room,35,1,1,0.03,1,0
8466463,Affordable & comfortable city stay,15252801,Ricky,,Melbourne,-37.81000973,144.9641342,Private room,35,1,24,0.66,2,0
8614459,Rustic camping on the Yarra!,45316856,Adrienne,,Yarra Ranges,-37.72300282,145.7740619,Shared room,35,1,27,0.72,1,84
8871975,Flatshare (Girl )- Fully furnished,46436516,Ambica,,Melbourne,-37.78333398,144.9585289,Shared room,35,1,0,,1,0
9317613,Best location in Melbourne CBD,48360896,Martha,,Melbourne,-37.8144334,144.9625993,Shared room,35,1,8,0.22,3,0
9499344,Single Room for rent Short Term,49234479,Jasmine,,Monash,-37.91753644,145.1332713,Private room,35,1,0,,1,0
9695824,Hot weather! Refreshing room $35,49980720,Victory,,Kingston,-37.94117244,145.0424033,Private room,35,1,2,0.05,2,0
9737287,"Bright sunny apartment, tram to Chapel or St Kilda",50238763,Joey,,Glen Eira,-37.86953647,145.0203573,Private room,35,1,6,0.16,1,0
9964182,Cherrytree Homestay -Sunrise single,51021188,Sophia,,Whitehorse,-37.84474034,145.1305835,Private room,35,1,0,,3,0
10000147,Sanctuary Parkview Resort,24105997,Nube,,Wyndham,-37.89279914,144.7736249,Private room,35,1,0,,2,0
10300387,Best location in Melbourne CBD 2,48360896,Martha,,Melbourne,-37.80898524,144.970736,Shared room,35,1,1,0.03,3,0
11262362,Cozy and comfy,32165537,Gillian,,Yarra Ranges,-37.77075459,145.3005984,Private room,35,1,1,0.06,1,340
11423338,Modern space in superior location,1370404,Richard,,Glen Eira,-37.88980848,145.064525,Private room,35,1,1,0.03,1,0
11700167,Great Bedroom in Richmond Available,16914020,Jacob,,Yarra,-37.82020617,145.0006531,Private room,35,1,0,,1,0
12174855,Melbourne cosy and clean. Cbd,31279213,Ale,,Melbourne,-37.81810683,144.954449,Shared room,35,1,5,0.16,1,365
12371473,Right at the heart of Oakleigh,15379216,Canmy,,Monash,-37.89998047,145.0920228,Private room,35,1,7,0.25,1,323
12477320,Cosy riverside apartment,7839079,Julian,,Boroondara,-37.81271697,145.0196129,Private room,35,1,2,0.12,2,0
13162417,In the heart of Bentleigh,50562044,Susan,,Glen Eira,-37.9081905,145.0330698,Private room,35,1,1,0.03,1,0
13265905,Cosy room in Southbank,40825586,Lyena,,Melbourne,-37.82276795,144.9630928,Private room,35,1,15,0.51,1,0
13650748,Lovely Large Room,79262737,Luisa,,Darebin,-37.71389016,145.0309359,Private room,35,1,10,0.34,2,364
13660398,Big Bright room above shop,25526615,Steph,,Darebin,-37.76647265,144.992407,Private room,35,1,3,0.1,2,0
13674676,Private bedroom in Carnegie,79564344,Thi,,Glen Eira,-37.8927205,145.0497402,Private room,35,1,14,0.6,1,7
14285044,shopfront studio,84406045,Anita,,Moreland,-37.73274841,144.9600879,Private room,35,1,8,0.76,2,364
15115853,clean room in a calm home 2,83438107,Salman,,Moreland,-37.76331549,144.940435,Private room,35,1,2,0.14,2,334
15277956,Escape to nature. Single room.,82786047,Daisy,,Yarra Ranges,-37.70719668,145.8391269,Private room,35,1,0,,1,0
15414296,Superb location on Fitzroy St,34257592,Simon And Katie,,Port Phillip,-37.85993588,144.9786281,Private room,35,1,3,0.13,2,0
15638571,"A welcoming, modern living space in Tarneit",100868802,Maria,,Wyndham,-37.83305737,144.6726364,Private room,35,1,19,0.75,1,315
16136993,Art Deco Charm in stunning Parkville,2986266,Rosie,,Melbourne,-37.794262,144.9558383,Private room,35,1,7,0.29,1,0
16180357,Comfortable room in trendy Brunswick,5165498,Brad,,Moreland,-37.76128539,144.9707429,Private room,35,1,106,4.42,1,35
16312648,Cozy Home Living Girl Shared Room (Free Tram) B,35069663,Looyee,,Melbourne,-37.81222269,144.9569093,Shared room,35,1,87,3.62,4,0
16592405,Sunlit Room on Sydney Road,15006114,Evie,,Moreland,-37.74775991,144.9662945,Private room,35,1,1,0.05,1,0
17094521,Private Room of Fully Furnished Spacious House,52439642,Jais,,Monash,-37.89013468,145.1513152,Private room,35,1,3,0.15,1,0
17736195,cosy coburg,84406045,Anita,,Moreland,-37.7366263,144.963201,Private room,35,1,6,0.45,2,360
18026070,Brand new private room - Doncaster,123979832,Rakshith,,Manningham,-37.7879641,145.13056,Private room,35,1,26,1.3,1,70
18244988,"Cosy,Comfy,Convenient,FamilyEnviron",27988144,Anil,,Maribyrnong,-37.79234314,144.8492426,Private room,35,1,13,1.7,2,309
18281112,Relaxed Laverton Home- R1,31698924,Mani,,Hobsons Bay,-37.86791723,144.7699018,Private room,35,1,9,0.69,5,54
18797040,comfortable accommodation near Deakins Uni,42340764,Prue,,Whitehorse,-37.8409643,145.1139864,Private room,35,1,2,0.11,1,0
19297430,Cosy single room with Lygon St seconds away,61190747,Alice,,Melbourne,-37.79534249,144.9652675,Private room,35,1,0,,1,0
19491589,Bundoora University's Private Double Bedroom,47374237,Kyle,,Banyule,-37.70521257,145.0675568,Private room,35,1,3,0.17,1,0
20063532,Private Bedroom in Heart of Melbourne -Discounted!,36826877,Pronab,,Yarra,-37.81664748,144.9983568,Private room,35,1,0,,1,0
20234115,"Bed in the living room, 199 William Street",19568321,Josh,,Melbourne,-37.81514258,144.9583498,Shared room,35,1,64,3.93,2,60
20411493,"20minAirport-EnRoute Ballarat,Grampians,Daylesford",25822511,Shu In,,Melton,-37.73725285,144.7316243,Private room,35,1,0,,2,0
20411597,"20minsAirport-EnRoute Ballarat,Daylesford,Grampian",25822511,Shu In,,Melton,-37.73710156,144.7308343,Private room,35,1,6,0.38,2,0
20430526,Cosy & Convenient Room in Ideal Location,51034654,Lily,,Monash,-37.91299432,145.1207433,Private room,35,1,23,1.45,4,254
20465137,Private Room close to Chadstone mall,122792119,Nabeel,,Stonnington,-37.88833716,145.0867861,Private room,35,1,0,,1,0
20933055,Private room with private bathroom in CBD Jeffcott,61491432,Amelie,,Melbourne,-37.81252141,144.9528389,Private room,35,1,11,5.89,1,36
21189916,4 poster bed in rustic mountain cottage,23871907,Phoenix,,Yarra Ranges,-37.75216522,145.6753359,Private room,35,1,8,0.96,2,60
21460098,"5 mins away from Monash University, Chinese home",48719467,Jenny,,Monash,-37.91904442,145.1433164,Private room,35,1,8,0.63,1,81
21465047,Bright king-size bedroom - 12km to CT,80767062,Lulu,,Moreland,-37.71423109,144.9652517,Private room,35,1,27,2.07,2,323
21517710,Quick vacation,156366185,Deheny,,Moonee Valley,-37.78568535,144.939882,Private room,35,1,1,0.08,1,0
21531235,Monash Uni/Clayton Station/Medical Cent-Single Bed,52745704,Vicky,,Monash,-37.91887854,145.1275596,Private room,35,1,38,2.86,2,71
23789866,Private master bedroom (En-suite),26896870,Van,,Wyndham,-37.84397121,144.7066865,Private room,35,1,39,4.43,1,31
26368000,Comfort Room for U,63851824,Derek,,Whitehorse,-37.8502795,145.1604344,Private room,35,1,0,,3,361
28978189,Vermont sth stay,203066092,Sambhav,,Whitehorse,-37.85585907,145.1717275,Private room,35,1,2,2,1,0
28992027,Amazing and cozy room Hawthorn (only for females),71392035,Laura,,Boroondara,-37.81990355,145.0456832,Private room,35,1,3,2,1,159
29260293,Sun lit quiet cozy bedroom-  8 km from CBD,220450187,Siddhant,,Maribyrnong,-37.79208603,144.8845643,Private room,35,1,5,3.06,1,71
29326982,Queen-size Private Bedroom near Melb Airport,201805004,Landon,,Brimbank,-37.76530758,144.8255602,Private room,35,1,8,4.71,4,362
29554237,The budget room for traveller,157447079,Caleb,,Brimbank,-37.79039224,144.841107,Private room,35,1,0,,1,171
30508577,Single bedroom in vibrant Yarraville,29776488,Percy,,Maribyrnong,-37.82030272,144.8917691,Private room,35,1,0,,2,335
173426,Beautiful Northcote home with heart -close to city,804527,Tania,,Darebin,-37.76315408,144.9857754,Private room,36,1,17,0.19,1,0
1077126,Private room in Melbourne Northeast,5927414,Armita,,Banyule,-37.70788984,145.1022733,Private room,36,1,37,0.82,1,362
5786895,A sunny bedroom in Caulfield North,30024676,Azra,,Glen Eira,-37.87553307,145.0129147,Private room,36,1,35,0.8,2,321
